question_text,correct_answer,hint,explanation,difficulty,tags,active
"Arrange (Eabksmai Canterl) to refer to a valid constituency in Nairobi County, Kenya",Embakasi Central,A constituency starting with EMB based in Nairobi,Embakasi Central is located in Nairobi County.,3,"geography,constituency,kenya",TRUE
"Arrange (Emabaksi Esat) to refer to a valid constituency in Nairobi County, Kenya",Embakasi East,A constituency starting with EMB based in Nairobi,Embakasi East is located in Nairobi County.,3,"geography,constituency,kenya",TRUE
"Arrange (Eabmsaki Suoth) to refer to a valid constituency in Nairobi County, Kenya",Embakasi South,A constituency starting with EMB based in Nairobi,Embakasi South is located in Nairobi County.,3,"geography,constituency,kenya",TRUE
"Arrange (Emaabski Wset) to refer to a valid constituency in Nairobi County, Kenya",Embakasi West,A constituency starting with EMB based in Nairobi,Embakasi West is located in Nairobi County.,3,"geography,constituency,kenya",TRUE
"Arrange (Euurma Dirikr) to refer to a valid constituency in Narok County, Kenya",Emurua Dikirr,A constituency starting with EMU based in Narok,Emurua Dikirr is located in Narok County.,3,"geography,constituency,kenya",TRUE
"Arrange (Ganutdu Ntroh) to refer to a valid constituency in Kiambu County, Kenya",Gatundu North,A constituency starting with GAT based in Kiambu,Gatundu North is located in Kiambu County.,3,"geography,constituency,kenya",TRUE
"Arrange (Gdtnauu Suoth) to refer to a valid constituency in Kiambu County, Kenya",Gatundu South,A constituency starting with GAT based in Kiambu,Gatundu South is located in Kiambu County.,3,"geography,constituency,kenya",TRUE
"Arrange (Imbgee Ctrnael) to refer to a valid constituency in Meru County, Kenya",Igembe Central,A constituency starting with IGE based in Meru,Igembe Central is located in Meru County.,3,"geography,constituency,kenya",TRUE
"Arrange (Igbeme Ntorh) to refer to a valid constituency in Meru County, Kenya",Igembe North,A constituency starting with IGE based in Meru,Igembe North is located in Meru County.,3,"geography,constituency,kenya",TRUE
"Arrange (Iemgbe Suoth) to refer to a valid constituency in Meru County, Kenya",Igembe South,A constituency starting with IGE based in Meru,Igembe South is located in Meru County.,3,"geography,constituency,kenya",TRUE
"Arrange (Isoilo Nrtoh) to refer to a valid constituency in Isiolo County, Kenya",Isiolo North,A constituency starting with ISI based in Isiolo,Isiolo North is located in Isiolo County.,3,"geography,constituency,kenya",TRUE
"Arrange (Iisolo Stouh) to refer to a valid constituency in Isiolo County, Kenya",Isiolo South,A constituency starting with ISI based in Isiolo,Isiolo South is located in Isiolo County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kadbnoo Kapuisl) to refer to a valid constituency in Homa Bay County, Kenya",Kabondo Kasipul,A constituency starting with KAB based in Homa Bay,Kabondo Kasipul is located in Homa Bay County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kaiajdo Ctraenl) to refer to a valid constituency in Kajiado County, Kenya",Kajiado Central,A constituency starting with KAJ based in Kajiado,Kajiado Central is located in Kajiado County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kaajido Esat) to refer to a valid constituency in Kajiado County, Kenya",Kajiado East,A constituency starting with KAJ based in Kajiado,Kajiado East is located in Kajiado County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kdijaao Notrh) to refer to a valid constituency in Kajiado County, Kenya",Kajiado North,A constituency starting with KAJ based in Kajiado,Kajiado North is located in Kajiado County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kadjaio Sotuh) to refer to a valid constituency in Kajiado County, Kenya",Kajiado South,A constituency starting with KAJ based in Kajiado,Kajiado South is located in Kajiado County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kdiajao Wset) to refer to a valid constituency in Kajiado County, Kenya",Kajiado West,A constituency starting with KAJ based in Kajiado,Kajiado West is located in Kajiado County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kiyeo Notrh) to refer to a valid constituency in Elgeyo-Marakwet County, Kenya",Keiyo North,A constituency starting with KEI based in Elgeyo-Marakwet,Keiyo North is located in Elgeyo-Marakwet County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kyieo Sutoh) to refer to a valid constituency in Elgeyo-Marakwet County, Kenya",Keiyo South,A constituency starting with KEI based in Elgeyo-Marakwet,Keiyo South is located in Elgeyo-Marakwet County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kebzwii Esat) to refer to a valid constituency in Makueni County, Kenya",Kibwezi East,A constituency starting with KIB based in Makueni,Kibwezi East is located in Makueni County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kzweibi Wset) to refer to a valid constituency in Makueni County, Kenya",Kibwezi West,A constituency starting with KIB based in Makueni,Kibwezi West is located in Makueni County.,3,"geography,constituency,kenya",TRUE
"Arrange (Klifii Ntroh) to refer to a valid constituency in Kilifi County, Kenya",Kilifi North,A constituency starting with KIL based in Kilifi,Kilifi North is located in Kilifi County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kfliii Suoth) to refer to a valid constituency in Kilifi County, Kenya",Kilifi South,A constituency starting with KIL based in Kilifi,Kilifi South is located in Kilifi County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kklioepin Esat) to refer to a valid constituency in Kericho County, Kenya",Kipkelion East,A constituency starting with KIP based in Kericho,Kipkelion East is located in Kericho County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kkeioipln Wset) to refer to a valid constituency in Kericho County, Kenya",Kipkelion West,A constituency starting with KIP based in Kericho,Kipkelion West is located in Kericho County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kumisu Ctarnel) to refer to a valid constituency in Kisumu County, Kenya",Kisumu Central,A constituency starting with KIS based in Kisumu,Kisumu Central is located in Kisumu County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kmuisu Esat) to refer to a valid constituency in Kisumu County, Kenya",Kisumu East,A constituency starting with KIS based in Kisumu,Kisumu East is located in Kisumu County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kuismu Wset) to refer to a valid constituency in Kisumu County, Kenya",Kisumu West,A constituency starting with KIS based in Kisumu,Kisumu West is located in Kisumu County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kiuti Caentrl) to refer to a valid constituency in Kitui County, Kenya",Kitui Central,A constituency starting with KIT based in Kitui,Kitui Central is located in Kitui County.,3,"geography,constituency,kenya",TRUE
"Arrange (Ktiui Esat) to refer to a valid constituency in Kitui County, Kenya",Kitui East,A constituency starting with KIT based in Kitui,Kitui East is located in Kitui County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kuiti Rraul) to refer to a valid constituency in Kitui County, Kenya",Kitui Rural,A constituency starting with KIT based in Kitui,Kitui Rural is located in Kitui County.,3,"geography,constituency,kenya",TRUE
"Arrange (Ktiui Sotuh) to refer to a valid constituency in Kitui County, Kenya",Kitui South,A constituency starting with KIT based in Kitui,Kitui South is located in Kitui County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kutii Wset) to refer to a valid constituency in Kitui County, Kenya",Kitui West,A constituency starting with KIT based in Kitui,Kitui West is located in Kitui County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kutitu Maasba) to refer to a valid constituency in Nyamira County, Kenya",Kitutu Masaba,A constituency starting with KIT based in Nyamira,Kitutu Masaba is located in Nyamira County.,3,"geography,constituency,kenya",TRUE
"Arrange (Krseoui Ntroh) to refer to a valid constituency in Nakuru County, Kenya",Kuresoi North,A constituency starting with KUR based in Nakuru,Kuresoi North is located in Nakuru County.,3,"geography,constituency,kenya",TRUE
"Arrange (Ksroeui Suoth) to refer to a valid constituency in Nakuru County, Kenya",Kuresoi South,A constituency starting with KUR based in Nakuru,Kuresoi South is located in Nakuru County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kruia Esat) to refer to a valid constituency in Migori County, Kenya",Kuria East,A constituency starting with KUR based in Migori,Kuria East is located in Migori County.,3,"geography,constituency,kenya",TRUE
"Arrange (Kriua Wset) to refer to a valid constituency in Migori County, Kenya",Kuria West,A constituency starting with KUR based in Migori,Kuria West is located in Migori County.,3,"geography,constituency,kenya",TRUE
"Arrange (Lkiiipaa Esat) to refer to a valid constituency in Laikipia County, Kenya",Laikipia East,A constituency starting with LAI based in Laikipia,Laikipia East is located in Laikipia County.,3,"geography,constituency,kenya",TRUE
"Arrange (Lpaikiia Ntorh) to refer to a valid constituency in Laikipia County, Kenya",Laikipia North,A constituency starting with LAI based in Laikipia,Laikipia North is located in Laikipia County.,3,"geography,constituency,kenya",TRUE
"Arrange (Lpaiiika Wset) to refer to a valid constituency in Laikipia County, Kenya",Laikipia West,A constituency starting with LAI based in Laikipia,Laikipia West is located in Laikipia County.,3,"geography,constituency,kenya",TRUE
"Arrange (Lngua Lguna) to refer to a valid constituency in Kwale County, Kenya",Lunga Lunga,A constituency starting with LUN based in Kwale,Lunga Lunga is located in Kwale County.,3,"geography,constituency,kenya",TRUE
"Arrange (Mkaochas Twon) to refer to a valid constituency in Machakos County, Kenya",Machakos Town,A constituency starting with MAC based in Machakos,Machakos Town is located in Machakos County.,3,"geography,constituency,kenya",TRUE
"Arrange (Mednraa Esat) to refer to a valid constituency in Mandera County, Kenya",Mandera East,A constituency starting with MAN based in Mandera,Mandera East is located in Mandera County.,3,"geography,constituency,kenya",TRUE
"Arrange (Meradna Notrh) to refer to a valid constituency in Mandera County, Kenya",Mandera North,A constituency starting with MAN based in Mandera,Mandera North is located in Mandera County.,3,"geography,constituency,kenya",TRUE
"Arrange (Mrednaa Stuoh) to refer to a valid constituency in Mandera County, Kenya",Mandera South,A constituency starting with MAN based in Mandera,Mandera South is located in Mandera County.,3,"geography,constituency,kenya",TRUE
"Arrange (Marndea Wset) to refer to a valid constituency in Mandera County, Kenya",Mandera West,A constituency starting with MAN based in Mandera,Mandera West is located in Mandera County.,3,"geography,constituency,kenya",TRUE
"Arrange (Mwrakaet Esat) to refer to a valid constituency in Elgeyo-Marakwet County, Kenya",Marakwet East,A constituency starting with MAR based in Elgeyo-Marakwet,Marakwet East is located in Elgeyo-Marakwet County.,3,"geography,constituency,kenya",TRUE
"Arrange (Mwrakeat Wset) to refer to a valid constituency in Elgeyo-Marakwet County, Kenya",Marakwet West,A constituency starting with MAR based in Elgeyo-Marakwet,Marakwet West is located in Elgeyo-Marakwet County.,3,"geography,constituency,kenya",TRUE
"Arrange (Miamus Wset) to refer to a valid constituency in Kakamega County, Kenya",Mumias West,A constituency starting with MUM based in Kakamega,Mumias West is located in Kakamega County.,3,"geography,constituency,kenya",TRUE
"Arrange (Migwni Esat) to refer to a valid constituency in Kitui County, Kenya",Mwingi East,A constituency starting with MWI based in Kitui,Mwingi East is located in Kitui County.,3,"geography,constituency,kenya",TRUE
"Arrange (Mgniwi Ntroh) to refer to a valid constituency in Kitui County, Kenya",Mwingi North,A constituency starting with MWI based in Kitui,Mwingi North is located in Kitui County.,3,"geography,constituency,kenya",TRUE
"Arrange (Mnwigi Wset) to refer to a valid constituency in Kitui County, Kenya",Mwingi West,A constituency starting with MWI based in Kitui,Mwingi West is located in Kitui County.,3,"geography,constituency,kenya",TRUE
"Arrange (Nndai Hllis) to refer to a valid constituency in Nandi County, Kenya",Nandi Hills,A constituency starting with NAN based in Nandi,Nandi Hills is located in Nandi County.,3,"geography,constituency,kenya",TRUE
"Arrange (Norak Esat) to refer to a valid constituency in Narok County, Kenya",Narok East,A constituency starting with NAR based in Narok,Narok East is located in Narok County.,3,"geography,constituency,kenya",TRUE
"Arrange (Noark Nrtoh) to refer to a valid constituency in Narok County, Kenya",Narok North,A constituency starting with NAR based in Narok,Narok North is located in Narok County.,3,"geography,constituency,kenya",TRUE
"Arrange (Nroak Stuoh) to refer to a valid constituency in Narok County, Kenya",Narok South,A constituency starting with NAR based in Narok,Narok South is located in Narok County.,3,"geography,constituency,kenya",TRUE
"Arrange (Naork Wset) to refer to a valid constituency in Narok County, Kenya",Narok West,A constituency starting with NAR based in Narok,Narok West is located in Narok County.,3,"geography,constituency,kenya",TRUE
"Arrange (Ntroh Hror) to refer to a valid constituency in Marsabit County, Kenya",North Horr,A constituency starting with NOR based in Marsabit,North Horr is located in Marsabit County.,3,"geography,constituency,kenya",TRUE
"Arrange (Notrh Itmnei) to refer to a valid constituency in Meru County, Kenya",North Imenti,A constituency starting with NOR based in Meru,North Imenti is located in Meru County.,3,"geography,constituency,kenya",TRUE
"Arrange (Nrtoh Mnggariuo) to refer to a valid constituency in Nyamira County, Kenya",North Mugirango,A constituency starting with NOR based in Nyamira,North Mugirango is located in Nyamira County.,3,"geography,constituency,kenya",TRUE
"Arrange (Nraiabryi Chahce) to refer to a valid constituency in Kisii County, Kenya",Nyaribari Chache,A constituency starting with NYA based in Kisii,Nyaribari Chache is located in Kisii County.,3,"geography,constituency,kenya",TRUE
"Arrange (Nrbayarii Msabaa) to refer to a valid constituency in Kisii County, Kenya",Nyaribari Masaba,A constituency starting with NYA based in Kisii,Nyaribari Masaba is located in Kisii County.,3,"geography,constituency,kenya",TRUE
"Arrange (Nyrei Twon) to refer to a valid constituency in Nyeri County, Kenya",Nyeri Town,A constituency starting with NYE based in Nyeri,Nyeri Town is located in Nyeri County.,3,"geography,constituency,kenya",TRUE
"Arrange (Pookt Sutoh) to refer to a valid constituency in West Pokot County, Kenya",Pokot South,A constituency starting with POK based in West Pokot,Pokot South is located in West Pokot County.,3,"geography,constituency,kenya",TRUE
"Arrange (Sbamruu Esat) to refer to a valid constituency in Samburu County, Kenya",Samburu East,A constituency starting with SAM based in Samburu,Samburu East is located in Samburu County.,3,"geography,constituency,kenya",TRUE
"Arrange (Saburmu Ntroh) to refer to a valid constituency in Samburu County, Kenya",Samburu North,A constituency starting with SAM based in Samburu,Samburu North is located in Samburu County.,3,"geography,constituency,kenya",TRUE
"Arrange (Smurbau Wset) to refer to a valid constituency in Samburu County, Kenya",Samburu West,A constituency starting with SAM based in Samburu,Samburu West is located in Samburu County.,3,"geography,constituency,kenya",TRUE
"Arrange (Sowegit/Sion) to refer to a valid constituency in Kericho County, Kenya",Sigowet/Soin,A constituency starting with SIG based in Kericho,Sigowet/Soin is located in Kericho County.,3,"geography,constituency,kenya",TRUE
"Arrange (Sutoh Intemi) to refer to a valid constituency in Meru County, Kenya",South Imenti,A constituency starting with SOU based in Meru,South Imenti is located in Meru County.,3,"geography,constituency,kenya",TRUE
"Arrange (Sutoh Magrguino) to refer to a valid constituency in Kisii County, Kenya",South Mugirango,A constituency starting with SOU based in Kisii,South Mugirango is located in Kisii County.,3,"geography,constituency,kenya",TRUE
"Arrange (Sbua Notrh) to refer to a valid constituency in Homa Bay County, Kenya",Suba North,A constituency starting with SUB based in Homa Bay,Suba North is located in Homa Bay County.,3,"geography,constituency,kenya",TRUE
"Arrange (Tihka Twon) to refer to a valid constituency in Kiambu County, Kenya",Thika Town,A constituency starting with THI based in Kiambu,Thika Town is located in Kiambu County.,3,"geography,constituency,kenya",TRUE
"Arrange (Taiinga Esat) to refer to a valid constituency in Meru County, Kenya",Tigania East,A constituency starting with TIG based in Meru,Tigania East is located in Meru County.,3,"geography,constituency,kenya",TRUE
"Arrange (Tniaiga Wset) to refer to a valid constituency in Meru County, Kenya",Tigania West,A constituency starting with TIG based in Meru,Tigania West is located in Meru County.,3,"geography,constituency,kenya",TRUE
"Arrange (Tunraka Cnaretl) to refer to a valid constituency in Turkana County, Kenya",Turkana Central,A constituency starting with TUR based in Turkana,Turkana Central is located in Turkana County.,3,"geography,constituency,kenya",TRUE
"Arrange (Tkaunra Esat) to refer to a valid constituency in Turkana County, Kenya",Turkana East,A constituency starting with TUR based in Turkana,Turkana East is located in Turkana County.,3,"geography,constituency,kenya",TRUE
"Arrange (Tnaruka Notrh) to refer to a valid constituency in Turkana County, Kenya",Turkana North,A constituency starting with TUR based in Turkana,Turkana North is located in Turkana County.,3,"geography,constituency,kenya",TRUE
"Arrange (Tunkraa Sutoh) to refer to a valid constituency in Turkana County, Kenya",Turkana South,A constituency starting with TUR based in Turkana,Turkana South is located in Turkana County.,3,"geography,constituency,kenya",TRUE
"Arrange (Taknura Wset) to refer to a valid constituency in Turkana County, Kenya",Turkana West,A constituency starting with TUR based in Turkana,Turkana West is located in Turkana County.,3,"geography,constituency,kenya",TRUE
"Arrange (Wjair Esat) to refer to a valid constituency in Wajir County, Kenya",Wajir East,A constituency starting with WAJ based in Wajir,Wajir East is located in Wajir County.,3,"geography,constituency,kenya",TRUE
"Arrange (Wijar Ntroh) to refer to a valid constituency in Wajir County, Kenya",Wajir North,A constituency starting with WAJ based in Wajir,Wajir North is located in Wajir County.,3,"geography,constituency,kenya",TRUE
"Arrange (Wjair Stouh) to refer to a valid constituency in Wajir County, Kenya",Wajir South,A constituency starting with WAJ based in Wajir,Wajir South is located in Wajir County.,3,"geography,constituency,kenya",TRUE
"Arrange (Wjiar Wset) to refer to a valid constituency in Wajir County, Kenya",Wajir West,A constituency starting with WAJ based in Wajir,Wajir West is located in Wajir County.,3,"geography,constituency,kenya",TRUE
"Arrange (Wyuebe Esat) to refer to a valid constituency in Bungoma County, Kenya",Webuye East,A constituency starting with WEB based in Bungoma,Webuye East is located in Bungoma County.,3,"geography,constituency,kenya",TRUE
"Arrange (Wybuee Wset) to refer to a valid constituency in Bungoma County, Kenya",Webuye West,A constituency starting with WEB based in Bungoma,Webuye West is located in Bungoma County.,3,"geography,constituency,kenya",TRUE
"Arrange (Wset Mnuirggao) to refer to a valid constituency in Nyamira County, Kenya",West Mugirango,A constituency starting with WES based in Nyamira,West Mugirango is located in Nyamira County.,3,"geography,constituency,kenya",TRUE
"Arrange (Baamblala) to refer to a valid constituency in Garissa County, Kenya",Balambala,A constituency starting with BAL based in Garissa,Balambala is located in Garissa County.,2,"geography,constituency,kenya",TRUE
"Arrange (Camgahnwe) to refer to a valid constituency in Mombasa County, Kenya",Changamwe,A constituency starting with CHA based in Mombasa,Changamwe is located in Mombasa County.,2,"geography,constituency,kenya",TRUE
"Arrange (Cmhnwgaae) to refer to a valid constituency in Mombasa County, Kenya",Changamwe,A constituency starting with CHA based in Mombasa,Changamwe is located in Mombasa County.,2,"geography,constituency,kenya",TRUE
"Arrange (Clgpuhaenu) to refer to a valid constituency in Bomet County, Kenya",Chepalungu,A constituency starting with CHE based in Bomet,Chepalungu is located in Bomet County.,2,"geography,constituency,kenya",TRUE
"Arrange (Cahanrgeny) to refer to a valid constituency in Trans Nzoia County, Kenya",Cherangany,A constituency starting with CHE based in Trans Nzoia,Cherangany is located in Trans Nzoia County.,2,"geography,constituency,kenya",TRUE
"Arrange (Dgtoraeti) to refer to a valid constituency in Nairobi County, Kenya",Dagoretti,A constituency starting with DAG based in Nairobi,Dagoretti is located in Nairobi County.,2,"geography,constituency,kenya",TRUE
"Arrange (Giuhnrugti) to refer to a valid constituency in Kiambu County, Kenya",Githunguri,A constituency starting with GIT based in Kiambu,Githunguri is located in Kiambu County.,2,"geography,constituency,kenya",TRUE
"Arrange (Kelchabia) to refer to a valid constituency in West Pokot County, Kenya",Kacheliba,A constituency starting with KAC based in West Pokot,Kacheliba is located in West Pokot County.,2,"geography,constituency,kenya",TRUE
"Arrange (Kmjuakuni) to refer to a valid constituency in Nairobi County, Kenya",Kamukunji,A constituency starting with KAM based in Nairobi,Kamukunji is located in Nairobi County.,2,"geography,constituency,kenya",TRUE
"Arrange (Kupnegaira) to refer to a valid constituency in West Pokot County, Kenya",Kapenguria,A constituency starting with KAP based in West Pokot,Kapenguria is located in West Pokot County.,2,"geography,constituency,kenya",TRUE
"Arrange (Khcaurynaoo) to refer to a valid constituency in Homa Bay County, Kenya",Karachuonyo,A constituency starting with KAR based in Homa Bay,Karachuonyo is located in Homa Bay County.,2,"geography,constituency,kenya",TRUE
"Arrange (Lmau Esat) to refer to a valid constituency in Lamu County, Kenya",Lamu East,A constituency starting with LAM based in Lamu,Lamu East is located in Lamu County.,2,"geography,constituency,kenya",TRUE
"Arrange (Lmau Wset) to refer to a valid constituency in Lamu County, Kenya",Lamu West,A constituency starting with LAM based in Lamu,Lamu West is located in Lamu County.,2,"geography,constituency,kenya",TRUE
"Arrange (Mngtauluu) to refer to a valid constituency in Machakos County, Kenya",Matungulu,A constituency starting with MAT based in Machakos,Matungulu is located in Machakos County.,2,"geography,constituency,kenya",TRUE
"Arrange (Mmsebawni) to refer to a valid constituency in Kwale County, Kenya",Msambweni,A constituency starting with MSA based in Kwale,Msambweni is located in Kwale County.,2,"geography,constituency,kenya",TRUE
"Arrange (tM. Eolgn) to refer to a valid constituency in Bungoma County, Kenya",Mt. Elgon,A constituency starting with MTE based in Bungoma,Mt. Elgon is located in Bungoma County.,2,"geography,constituency,kenya",TRUE
"Arrange (Mewuuknri) to refer to a valid constituency in Nyeri County, Kenya",Mukurweni,A constituency starting with MUK based in Nyeri,Mukurweni is located in Nyeri County.,2,"geography,constituency,kenya",TRUE
"Arrange (lO Joork) to refer to a valid constituency in Nyandarua County, Kenya",Ol Jorok,A constituency starting with OLJ based in Nyandarua,Ol Jorok is located in Nyandarua County.,2,"geography,constituency,kenya",TRUE
"Arrange (lO Klaou) to refer to a valid constituency in Nyandarua County, Kenya",Ol Kalou,A constituency starting with OLK based in Nyandarua,Ol Kalou is located in Nyandarua County.,2,"geography,constituency,kenya",TRUE
"Arrange (Ryeenjnus) to refer to a valid constituency in Embu County, Kenya",Runyenjes,A constituency starting with RUN based in Embu,Runyenjes is located in Embu County.,2,"geography,constituency,kenya",TRUE
"Arrange (Snua Esat) to refer to a valid constituency in Migori County, Kenya",Suna East,A constituency starting with SUN based in Migori,Suna East is located in Migori County.,2,"geography,constituency,kenya",TRUE
"Arrange (Snua Wset) to refer to a valid constituency in Migori County, Kenya",Suna West,A constituency starting with SUN based in Migori,Suna West is located in Migori County.,2,"geography,constituency,kenya",TRUE
"Arrange (Wtsdleans) to refer to a valid constituency in Nairobi County, Kenya",Westlands,A constituency starting with WES based in Nairobi,Westlands is located in Nairobi County.,2,"geography,constituency,kenya",TRUE
"Arrange (Aknbioai) to refer to a valid constituency in Uasin Gishu County, Kenya",Ainabkoi,A constituency starting with AIN based in Uasin Gishu,Ainabkoi is located in Uasin Gishu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Aiomani) to refer to a valid constituency in Kericho County, Kenya",Ainamoi,A constituency starting with AIN based in Kericho,Ainamoi is located in Kericho County.,1,"geography,constituency,kenya",TRUE
"Arrange (Adali) to refer to a valid constituency in Nandi County, Kenya",Aldai,A constituency starting with ALD based in Nandi,Aldai is located in Nandi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Bhatai) to refer to a valid constituency in Nakuru County, Kenya",Bahati,A constituency starting with BAH based in Nakuru,Bahati is located in Nakuru County.,1,"geography,constituency,kenya",TRUE
"Arrange (Bsasina) to refer to a valid constituency in Mandera County, Kenya",Banissa,A constituency starting with BAN based in Mandera,Banissa is located in Mandera County.,1,"geography,constituency,kenya",TRUE
"Arrange (Beuglt) to refer to a valid constituency in Kericho County, Kenya",Belgut,A constituency starting with BEL based in Kericho,Belgut is located in Kericho County.,1,"geography,constituency,kenya",TRUE
"Arrange (Bsbaoi) to refer to a valid constituency in Kisii County, Kenya",Bobasi,A constituency starting with BOB based in Kisii,Bobasi is located in Kisii County.,1,"geography,constituency,kenya",TRUE
"Arrange (Bcarnhoi) to refer to a valid constituency in Kisii County, Kenya",Bonchari,A constituency starting with BON based in Kisii,Bonchari is located in Kisii County.,1,"geography,constituency,kenya",TRUE
"Arrange (Baboru) to refer to a valid constituency in Nyamira County, Kenya",Borabu,A constituency starting with BOR based in Nyamira,Borabu is located in Nyamira County.,1,"geography,constituency,kenya",TRUE
"Arrange (Bluuma) to refer to a valid constituency in Bungoma County, Kenya",Bumula,A constituency starting with BUM based in Bungoma,Bumula is located in Bungoma County.,1,"geography,constituency,kenya",TRUE
"Arrange (Brua) to refer to a valid constituency in Tana River County, Kenya",Bura,A constituency starting with BUR based in Tana River,Bura is located in Tana River County.,1,"geography,constituency,kenya",TRUE
"Arrange (Buert) to refer to a valid constituency in Bomet County, Kenya",Buret,A constituency starting with BUR based in Bomet,Buret is located in Bomet County.,1,"geography,constituency,kenya",TRUE
"Arrange (Bltuua) to refer to a valid constituency in Busia County, Kenya",Butula,A constituency starting with BUT based in Busia,Butula is located in Busia County.,1,"geography,constituency,kenya",TRUE
"Arrange (Burui) to refer to a valid constituency in Meru County, Kenya",Buuri,A constituency starting with BUU based in Meru,Buuri is located in Meru County.,1,"geography,constituency,kenya",TRUE
"Arrange (Cuehsemi) to refer to a valid constituency in Nandi County, Kenya",Chesumei,A constituency starting with CHE based in Nandi,Chesumei is located in Nandi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Daadab) to refer to a valid constituency in Garissa County, Kenya",Dadaab,A constituency starting with DAD based in Garissa,Dadaab is located in Garissa County.,1,"geography,constituency,kenya",TRUE
