question_text,correct_answer,hint,explanation,difficulty,tags,active
"Re-arrange [Kaettyna] :- Jomo once said ""Our children may learn about the heroes of the past. Our task is to make ourselves the architects of the future.""",Kenyatta,Starts with KEN,"Jomo Kenyatta is known for the quote ""Our children may learn about the heroes of the past. Our task is to make ourselves the architects of the future.""",3,"leaders,quotes,kenya",TRUE
"Re-arrange [Moi] :- Daniel once said ""Fellow Kenyans, I wish to assure you of my commitment to serve you.""",Moi,Starts with MOI,"Daniel Moi is known for the quote ""Fellow Kenyans, I wish to assure you of my commitment to serve you.""",3,"leaders,quotes,kenya",TRUE
"Re-arrange [Odniga] :- Raila once said ""Kibaki tosha!"" ",Odinga,Starts with ODI,"Raila Odinga is known for the quote ""Kibaki tosha!""",3,"leaders,quotes,kenya",TRUE
"Re-arrange [Kaettyna] :- Uhuru once said ""We are one people, one nation, one destiny.""",Kenyatta,Starts with KEN,"Uhuru Kenyatta is known for the quote ""We are one people, one nation, one destiny.""",3,"leaders,quotes,kenya",TRUE
"Re-arrange [Rout] :- William once said ""Hustler nation is unstoppable.""",Ruto,Starts with RUT,"William Ruto is known for the quote ""Hustler nation is unstoppable.""",3,"leaders,quotes,kenya",TRUE
"Re-arrange [Mhaatai] :- Wangari once said ""You cannot protect the environment unless you empower people.""",Maathai,Starts with MAA,"Wangari Maathai is known for the quote ""You cannot protect the environment unless you empower people.""",3,"leaders,quotes,kenya",TRUE
"Re-arrange [Kkbaii] :- Mwai once said ""Let us now move forward together as one nation.""",Kibaki,Starts with KIB,"Mwai Kibaki is known for the quote ""Let us now move forward together as one nation.""",3,"leaders,quotes,kenya",TRUE
Re-arrange [Jmgraaoi Onigga] :- Was Vice President in (1965),Jaramogi Oginga,JAR--- OGI---,Jaramogi Oginga served as Vice President of Kenya from 1964 to 1966.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Jospeh Muubrmi] :- Was Vice President in (1967),Joseph Murumbi,JOS--- MUR---,Joseph Murumbi served as Vice President of Kenya from 1966 to 1967.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Dieanl Moi] :- Was Vice President in (1974),Daniel Moi,DAN--- MOI---,Daniel Moi served as Vice President of Kenya from 1967 to 1978.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Mawi Kkbaii] :- Was Vice President in (1986),Mwai Kibaki,MWA--- KIB---,Mwai Kibaki served as Vice President of Kenya from 1978 to 1988.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Jaehsopt Kajnara] :- Was Vice President in (1988),Josephat Karanja,JOS--- KAR---,Josephat Karanja served as Vice President of Kenya from 1988 to 1989.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Gogere Stitoai] :- Was Vice President in (1991),George Saitoti,GEO--- SAI---,George Saitoti served as Vice President of Kenya from 1989 to 1997.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Meciahl Wamwlaa] :- Was Vice President in (2003),Michael Wamalwa,MIC--- WAM---,Michael Wamalwa served as Vice President of Kenya from 2002 to 2003.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Moody Awori] :- Was Vice President in (2008),Moody Awori,MOO--- AWO---,Moody Awori served as Vice President of Kenya from 2003 to 2008.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Knazolo Mkyuosa] :- Was Vice President in (2012),Kalonzo Musyoka,KAL--- MUS---,Kalonzo Musyoka served as Vice President of Kenya from 2008 to 2013.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Wliliam Ruto] :- Was Vice President in (2015),William Ruto,WIL--- RUT---,William Ruto served as Vice President of Kenya from 2013 to 2022.,2,"leaders,vice_president,kenya",TRUE
Re-arrange [Envas Kdeiro] :- Was Governor of Nairobi County in (2014),Evans Kidero,EVA--- KID---,Evans Kidero served as Governor of Nairobi County from 2013 to 2017.,2,"leaders,governor,kenya",TRUE
Re-arrange [Mkie Sokno] :- Was Governor of Nairobi County in (2020),Mike Sonko,MIK--- SON---,Mike Sonko served as Governor of Nairobi County from 2017 to 2020.,2,"leaders,governor,kenya",TRUE
Re-arrange [Anne Knaanu] :- Was Governor of Nairobi County in (2022),Anne Kananu,ANN--- KAN---,Anne Kananu served as Governor of Nairobi County from 2020 to 2022.,2,"leaders,governor,kenya",TRUE
Re-arrange [Haassn Joho] :- Was Governor of Mombasa County in (2019),Hassan Joho,HAS--- JOH---,Hassan Joho served as Governor of Mombasa County from 2013 to 2022.,2,"leaders,governor,kenya",TRUE
Re-arrange [Jack Rnmguaa] :- Was Governor of Kisumu County in (2015),Jack Ranguma,JAC--- RAN---,Jack Ranguma served as Governor of Kisumu County from 2013 to 2017.,2,"leaders,governor,kenya",TRUE
Re-arrange [Aynang' Nonyg'o] :- Was Governor of Kisumu County in (2020),Anyang' Nyong'o,ANY--- NYO---,Anyang' Nyong'o served as Governor of Kisumu County from 2017 to 2022.,2,"leaders,governor,kenya",TRUE
Re-arrange [Kithunia Mguuba] :- Was Governor of Nakuru County in (2014),Kinuthia Mbugua,KIN--- MBU---,Kinuthia Mbugua served as Governor of Nakuru County from 2013 to 2017.,2,"leaders,governor,kenya",TRUE
Re-arrange [Lee Knijnuayi] :- Was Governor of Nakuru County in (2020),Lee Kinyanjui,LEE--- KIN---,Lee Kinyanjui served as Governor of Nakuru County from 2017 to 2022.,2,"leaders,governor,kenya",TRUE
Re-arrange [Wliliam Kbogao] :- Was Governor of Kiambu County in (2017),William Kabogo,WIL--- KAB---,William Kabogo served as Governor of Kiambu County from 2013 to 2017.,2,"leaders,governor,kenya",TRUE
Re-arrange [Fainednrd Wttaiiu] :- Was Governor of Kiambu County in (2018),Ferdinand Waititu,FER--- WAI---,Ferdinand Waititu served as Governor of Kiambu County from 2017 to 2020.,2,"leaders,governor,kenya",TRUE
Re-arrange [Jaems Nyoro] :- Was Governor of Kiambu County in (2022),James Nyoro,JAM--- NYO---,James Nyoro served as Governor of Kiambu County from 2020 to 2022.,2,"leaders,governor,kenya",TRUE
Re-arrange [Arlfed Muuta] :- Was Governor of Machakos County in (2021),Alfred Mutua,ALF--- MUT---,Alfred Mutua served as Governor of Machakos County from 2013 to 2022.,2,"leaders,governor,kenya",TRUE
Re-arrange [Jckason Mdnagao] :- Was Governor of Uasin Gishu County in (2016),Jackson Mandago,JAC--- MAN---,Jackson Mandago served as Governor of Uasin Gishu County from 2013 to 2022.,2,"leaders,governor,kenya",TRUE
Re-arrange [Anne Wirgauu] :- Was Governor of Kirinyaga County in (2017),Anne Waiguru,ANN--- WAI---,Anne Waiguru served as Governor of Kirinyaga County from 2017 to 2022.,2,"leaders,governor,kenya",TRUE
Re-arrange [Peetr Muyna] :- Was Governor of Meru County in (2013),Peter Munya,PET--- MUN---,Peter Munya served as Governor of Meru County from 2013 to 2017.,2,"leaders,governor,kenya",TRUE
Re-arrange [Katriiu Muungri] :- Was Governor of Meru County in (2019),Kiraitu Murungi,KIR--- MUR---,Kiraitu Murungi served as Governor of Meru County from 2017 to 2022.,2,"leaders,governor,kenya",TRUE
Re-arrange [Cthairy Ngilu] :- Was Governor of Kitui County in (2018),Charity Ngilu,CHA--- NGI---,Charity Ngilu served as Governor for Kitui County from 2017 to 2022.,2,"leaders,women,kenya",TRUE
Re-arrange [Gldays Wnaga] :- Was Governor of Homa Bay County in (2023),Gladys Wanga,GLA--- WAN---,Gladys Wanga served as Governor for Homa Bay County from 2022 to 2025.,2,"leaders,women,kenya",TRUE
Re-arrange [Futama Dlulo] :- Was Senator of Isiolo County in (2019),Fatuma Dullo,FAT--- DUL---,Fatuma Dullo served as Senator for Isiolo County from 2017 to 2022.,2,"leaders,women,kenya",TRUE
Re-arrange [Aengs Knaidvu] :- Was Senator of Machakos County in (2024),Agnes Kavindu,AGN--- KAV---,Agnes Kavindu served as Senator for Machakos County from 2021 to 2025.,2,"leaders,women,kenya",TRUE
Re-arrange [Estehr Pasaisrs] :- Was Woman Representative for Nairobi County in (2025),Esther Passaris,EST--- PAS---,Esther Passaris served as Woman Representative for Nairobi County from 2017 to 2025.,2,"leaders,women,kenya",TRUE
Re-arrange [Gldays Sheloli] :- Was Woman Representative for Uasin Gishu County in (2017),Gladys Shollei,GLA--- SHO---,Gladys Shollei served as Woman Representative for Uasin Gishu County from 2013 to 2017.,2,"leaders,women,kenya",TRUE
Re-arrange [Mlilie Odimbaho] :- Was Woman Representative for Homa Bay County in (2014),Millie Odhiambo,MIL--- ODH---,Millie Odhiambo served as Woman Representative for Homa Bay County from 2013 to 2017.,2,"leaders,women,kenya",TRUE
Re-arrange [Mhtraa Kmooe] :- Was Chief Justice of Kenya in (2024),Martha Koome,MAR--- KOO---,Martha Koome served as Chief Justice of Kenya from 2021 to 2025.,3,"leaders,women,law,kenya",TRUE
Re-arrange [Ncany Baraza] :- Was Deputy Chief Justice of Kenya in (2011),Nancy Baraza,NAN--- BAR---,Nancy Baraza served as Deputy Chief Justice of Kenya from 2011 to 2012.,3,"leaders,women,law,kenya",TRUE
Re-arrange [Pionhemla Milwu] :- Was Deputy Chief Justice of Kenya in (2018),Philomena Mwilu,PHI--- MWI---,Philomena Mwilu served as Deputy Chief Justice of Kenya from 2016 to 2025.,3,"leaders,women,law,kenya",TRUE
"Re-arrange [Jocye Alcuoh] :- Was Judge, International Criminal Court of Kenya in (2015)",Joyce Aluoch,JOY--- ALU---,"Joyce Aluoch served as Judge, International Criminal Court of Kenya from 2009 to 2018.",3,"leaders,women,law,kenya",TRUE
Re-arrange [Aengs Muorgr] :- Was Court of Appeal Judge of Kenya in (2015),Agnes Murgor,AGN--- MUR---,Agnes Murgor served as Court of Appeal Judge of Kenya from 2012 to 2025.,3,"leaders,women,law,kenya",TRUE
Re-arrange [Garce Ngnyee] :- Was High Court Judge of Kenya in (2015),Grace Ngenye,GRA--- NGE---,Grace Ngenye served as High Court Judge of Kenya from 2011 to 2025.,3,"leaders,women,law,kenya",TRUE
Re-arrange [Resylon Nyumbae] :- Was Court of Appeal Judge of Kenya in (2008),Roselyn Nambuye,ROS--- NAM---,Roselyn Nambuye served as Court of Appeal Judge of Kenya from 2008 to 2025.,3,"leaders,women,law,kenya",TRUE
Re-arrange [Cnhtraiee Mawinki] :- Was State Counsel / Prosecutor of Kenya in (2017),Catherine Mwaniki,CAT--- MWA---,Catherine Mwaniki served as State Counsel / Prosecutor of Kenya from 2010 to 2025.,3,"leaders,women,law,kenya",TRUE
"Re-arrange [Voleit Mvaisi] :- Was Vice Chair, Kenya National Commission on Human Rights of Kenya in (2003)",Violet Mavisi,VIO--- MAV---,"Violet Mavisi served as Vice Chair, Kenya National Commission on Human Rights of Kenya from 2003 to 2008.",3,"leaders,women,law,kenya",TRUE
"Re-arrange [Piractia Nanudyi] :- Was Registrar, Judiciary / CEO KNCHR of Kenya in (2015)",Patricia Nyaundi,PAT--- NYA---,"Patricia Nyaundi served as Registrar, Judiciary / CEO KNCHR of Kenya from 2011 to 2016.",3,"leaders,women,law,kenya",TRUE
Re-arrange [Adalaga Bctaiere] :- May 2023 Vihiga - County Woman Rep (13th Parliament) Party (ANC),Adagala Beatrice,ADA--- BEA---,Adagala Beatrice was Vihiga - County Woman Rep (13th Parliament) - ANC,2,kenyan_cwr,TRUE
Re-arrange [Coailrne Jetopo] :- May 2023 Elgeyo Marakwet - County Woman Rep (13th Parliament) Party (Independent),Caroline Jeptoo,CAR--- JEP---,Caroline Jeptoo was Elgeyo Marakwet - County Woman Rep (13th Parliament) - Independent,2,kenyan_cwr,TRUE
Re-arrange [Mruabu Mcinaoh] :- May 2023 Lamu - County Woman Rep (13th Parliament) Party (Independent),Marubu Monicah,MAR--- MON---,Marubu Monicah was Lamu - County Woman Rep (13th Parliament) - Independent,2,kenyan_cwr,TRUE
Re-arrange [Mmehoamd Futama] :- May 2023 Migori - County Woman Rep (13th Parliament) Party (Independent),Mohammed Fatuma,MOH--- FAT---,Mohammed Fatuma was Migori - County Woman Rep (13th Parliament) - Independent,2,kenyan_cwr,TRUE
Re-arrange [Banyoa Mnmuia] :- May 2023 Isiolo - County Woman Rep (13th Parliament) Party (JP),Bonaya Mumina,BON--- MUM---,Bonaya Mumina was Isiolo - County Woman Rep (13th Parliament) - JP,2,kenyan_cwr,TRUE
Re-arrange [Mngiona Jshreua] :- May 2023 Nyamira - County Woman Rep (13th Parliament) Party (JP),Mongina Jerusha,MON--- JER---,Mongina Jerusha was Nyamira - County Woman Rep (13th Parliament) - JP,2,kenyan_cwr,TRUE
Re-arrange [Siayd Anmia] :- May 2023 Garissa - County Woman Rep (13th Parliament) Party (JP),Siyad Amina,SIY--- AMI---,Siyad Amina was Garissa - County Woman Rep (13th Parliament) - JP,2,kenyan_cwr,TRUE
Re-arrange [Alulbadhi Anmia] :- May 2023 Tana River - County Woman Rep (13th Parliament) Party (KANU),Abdullahi Amina,ABD--- AMI---,Abdullahi Amina was Tana River - County Woman Rep (13th Parliament) - KANU,3,kenyan_cwr,TRUE
Re-arrange [Kwsiaai Real] :- May 2023 West Pokot - County Woman Rep (13th Parliament) Party (KUP),Kasiwai Rael,KAS--- RAE---,Kasiwai Rael was West Pokot - County Woman Rep (13th Parliament) - KUP,2,kenyan_cwr,TRUE
Re-arrange [Cihbma Zazamm] :- May 2023 Mombasa - County Woman Rep (13th Parliament) Party (ODM),Chimba Zamzam,CHI--- ZAM---,Chimba Zamzam was Mombasa - County Woman Rep (13th Parliament) - ODM,2,kenyan_cwr,TRUE
Re-arrange [Jehow Futama] :- May 2023 Wajir - County Woman Rep (13th Parliament) Party (ODM),Jehow Fatuma,JEH--- FAT---,Jehow Fatuma was Wajir - County Woman Rep (13th Parliament) - ODM,2,kenyan_cwr,TRUE
Re-arrange [Matiso Futama] :- May 2023 Kwale - County Woman Rep (13th Parliament) Party (ODM),Masito Fatuma,MAS--- FAT---,Masito Fatuma was Kwale - County Woman Rep (13th Parliament) - ODM,2,kenyan_cwr,TRUE
Re-arrange [Maduhna Esile] :- May 2023 Kakamega - County Woman Rep (13th Parliament) Party (ODM),Muhanda Elsie,MUH--- ELS---,Muhanda Elsie was Kakamega - County Woman Rep (13th Parliament) - ODM,2,kenyan_cwr,TRUE
Re-arrange [Mjyaanwne Greudtre] :- May 2023 Kilifi - County Woman Rep (13th Parliament) Party (ODM),Mwanyanje Gertrude,MWA--- GER---,Mwanyanje Gertrude was Kilifi - County Woman Rep (13th Parliament) - ODM,3,kenyan_cwr,TRUE
Re-arrange [Ouodr Chintisre] :- May 2023 Siaya - County Woman Rep (13th Parliament) Party (ODM),Oduor Christine,ODU--- CHR---,Oduor Christine was Siaya - County Woman Rep (13th Parliament) - ODM,2,kenyan_cwr,TRUE
Re-arrange [Omnyao Cnhtraiee] :- May 2023 Busia - County Woman Rep (13th Parliament) Party (ODM),Omanyo Catherine,OMA--- CAT---,Omanyo Catherine was Busia - County Woman Rep (13th Parliament) - ODM,2,kenyan_cwr,TRUE
Re-arrange [Oogso Budensa] :- May 2023 Homa Bay - County Woman Rep (13th Parliament) Party (ODM),Osogo Bensuda,OSO--- BEN---,Osogo Bensuda was Homa Bay - County Woman Rep (13th Parliament) - ODM,2,kenyan_cwr,TRUE
Re-arrange [Pasaisrs Estehr] :- May 2023 Nairobi City - County Woman Rep (13th Parliament) Party (ODM),Passaris Esther,PAS--- EST---,Passaris Esther was Nairobi City - County Woman Rep (13th Parliament) - ODM,2,kenyan_cwr,TRUE
Re-arrange [Chlleue Liza] :- May 2023 Nakuru - County Woman Rep (13th Parliament) Party (UDA),Chelule Liza,CHE--- LIZ---,Chelule Liza was Nakuru - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Cephiorkr Lenit] :- May 2023 Bomet - County Woman Rep (13th Parliament) Party (UDA),Chepkorir Linet,CHE--- LIN---,Chepkorir Linet was Bomet - County Woman Rep (13th Parliament) - UDA,3,kenyan_cwr,TRUE
Re-arrange [Duolbe Paemla] :- May 2023 Embu - County Woman Rep (13th Parliament) Party (UDA),Double Pamela,DOU--- PAM---,Double Pamela was Embu - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Gitau Ftiah] :- May 2023 Nyandarua - County Woman Rep (13th Parliament) Party (UDA),Gitau Faith,GIT--- FAI---,Gitau Faith was Nyandarua - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Krigai Jane] :- May 2023 Laikipia - County Woman Rep (13th Parliament) Party (UDA),Kagiri Jane,KAG--- JAN---,Kagiri Jane was Laikipia - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Kimelaa Eilz] :- May 2023 Meru - County Woman Rep (13th Parliament) Party (UDA),Kailema Eliz,KAI--- ELI---,Kailema Eliz was Meru - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Kemei Bctaiere] :- May 2023 Kericho - County Woman Rep (13th Parliament) Party (UDA),Kemei Beatrice,KEM--- BEA---,Kemei Beatrice was Kericho - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Piaunle Lnuiregs] :- May 2023 Samburu - County Woman Rep (13th Parliament) Party (UDA),Pauline Lenguris,PAU--- LEN---,Pauline Lenguris was Samburu - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Mihigzi Liyda] :- May 2023 Taita Taveta - County Woman Rep (13th Parliament) Party (UDA),Mizighi Lydia,MIZ--- LYD---,Mizighi Lydia was Taita Taveta - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Mgue Cnihyta] :- May 2023 Nandi - County Woman Rep (13th Parliament) Party (UDA),Muge Cynthia,MUG--- CYN---,Muge Cynthia was Nandi - County Woman Rep (13th Parliament) - UDA,1,kenyan_cwr,TRUE
Re-arrange [Mrauhta Anne] :- May 2023 Kiambu - County Woman Rep (13th Parliament) Party (UDA),Muratha Anne,MUR--- ANN---,Muratha Anne was Kiambu - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Nigitt Cliecia] :- May 2023 Turkana - County Woman Rep (13th Parliament) Party (UDA),Ngitit Cecilia,NGI--- CEC---,Ngitit Cecilia was Turkana - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Sakairne Leah] :- May 2023 Kajiado - County Woman Rep (13th Parliament) Party (UDA),Sankaire Leah,SAN--- LEA---,Sankaire Leah was Kajiado - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Seogrn Flnorwece] :- May 2023 Baringo - County Woman Rep (13th Parliament) Party (UDA),Sergon Flowrence,SER--- FLO---,Sergon Flowrence was Baringo - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Sheloli Gldays] :- May 2023 Uasin Gishu - County Woman Rep (13th Parliament) Party (UDA),Shollei Gladys,SHO--- GLA---,Shollei Gladys was Uasin Gishu - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Soiyi Liallin] :- May 2023 Trans Nzoia - County Woman Rep (13th Parliament) Party (UDA),Siyoi Lillian,SIY--- LIL---,Siyoi Lillian was Trans Nzoia - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Toneki Rceceba] :- May 2023 Narok - County Woman Rep (13th Parliament) Party (UDA),Tonkei Rebecca,TON--- REB---,Tonkei Rebecca was Narok - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Wrhacia Raahb] :- May 2023 Nyeri - County Woman Rep (13th Parliament) Party (UDA),Wachira Rahab,WAC--- RAH---,Wachira Rahab was Nyeri - County Woman Rep (13th Parliament) - UDA,2,kenyan_cwr,TRUE
Re-arrange [Waqo Nomai] :- May 2023 Marsabit - County Woman Rep (13th Parliament) Party (UDA),Waqo Naomi,WAQ--- NAO---,Waqo Naomi was Marsabit - County Woman Rep (13th Parliament) - UDA,1,kenyan_cwr,TRUE
Re-arrange [Seikhh Uuml] :- May 2023 Mandera - County Woman Rep (13th Parliament) Party (UDM),Sheikh Umul,SHE--- UMU---,Sheikh Umul was Mandera - County Woman Rep (13th Parliament) - UDM,2,kenyan_cwr,TRUE
Re-arrange [Aubri Don] :- May 2023 Kisii - County Woman Rep (13th Parliament) Party (WDM),Aburi Don,ABU--- DON---,Aburi Don was Kisii - County Woman Rep (13th Parliament) - WDM,2,kenyan_cwr,TRUE
Re-arrange [Kamene Jocye] :- May 2023 Machakos - County Woman Rep (13th Parliament) Party (WDM),Kamene Joyce,KAM--- JOY---,Kamene Joyce was Machakos - County Woman Rep (13th Parliament) - WDM,2,kenyan_cwr,TRUE
Re-arrange [Ksaalu Irene] :- May 2023 Kitui - County Woman Rep (13th Parliament) Party (WDM),Kasalu Irene,KAS--- IRE---,Kasalu Irene was Kitui - County Woman Rep (13th Parliament) - WDM,2,kenyan_cwr,TRUE
Re-arrange [Mumo Rose] :- May 2023 Makueni - County Woman Rep (13th Parliament) Party (WDM),Mumo Rose,MUM--- ROS---,Mumo Rose was Makueni - County Woman Rep (13th Parliament) - WDM,1,kenyan_cwr,TRUE
Re-arrange [Daenr Jospeh] :- May 2023 ANC Party Nominated MP,Denar Joseph,DEN--- JOS---,Denar Joseph was nominated by ANC Party in the 13th Parliament.,2,kenyan_nominated_mp,TRUE
Re-arrange [Cgehe Sniaba] :- May 2023 JP Party Nominated MP,Chege Sabina,CHE--- SAB---,Chege Sabina was nominated by JP Party in the 13th Parliament.,2,kenyan_nominated_mp,TRUE
Re-arrange [Maakya Irene] :- May 2023 ODM Party Nominated MP,Mayaka Irene,MAY--- IRE---,Mayaka Irene was nominated by ODM Party in the 13th Parliament.,2,kenyan_nominated_mp,TRUE
Re-arrange [Mehoamd Ukehumlr] :- May 2023 ODM Party Nominated MP,Mohamed Umulkher,MOH--- UMU---,Mohamed Umulkher was nominated by ODM Party in the 13th Parliament.,2,kenyan_nominated_mp,TRUE
Re-arrange [Ali Absdriait] :- May 2023 UDA Party Nominated MP,Ali Abdisirat,ALI--- ABD---,Ali Abdisirat was nominated by UDA Party in the 13th Parliament.,1,kenyan_nominated_mp,TRUE
Re-arrange [Iairka Droothy] :- May 2023 UDA Party Nominated MP,Ikiara Dorothy,IKI--- DOR---,Ikiara Dorothy was nominated by UDA Party in the 13th Parliament.,2,kenyan_nominated_mp,TRUE
Re-arrange [Iyraa Jospeh] :- May 2023 UDA Party Nominated MP,Iraya Joseph,IRA--- JOS---,Iraya Joseph was nominated by UDA Party in the 13th Parliament.,2,kenyan_nominated_mp,TRUE
Re-arrange [Ksogei Jckason] :- May 2023 UDA Party Nominated MP,Kosgei Jackson,KOS--- JAC---,Kosgei Jackson was nominated by UDA Party in the 13th Parliament.,2,kenyan_nominated_mp,TRUE
Re-arrange [Magnwi Triseea] :- May 2023 UDA Party Nominated MP,Mwangi Teresia,MWA--- TER---,Mwangi Teresia was nominated by UDA Party in the 13th Parliament.,2,kenyan_nominated_mp,TRUE
Re-arrange [Minaa Jane] :- May 2023 UDA Party Nominated MP,Maina Jane,MAI--- JAN---,Maina Jane was nominated by UDA Party in the 13th Parliament.,2,kenyan_nominated_mp,TRUE
Re-arrange [Gmsioe Crlhaes] :- ANC MP for Hamisi Constituency as by May 2023,Gimose Charles,GIM--- CHA---,Gimose Charles was ANC MP for Hamisi Constituency as by May 2023,2,kenyan_mp,TRUE
Re-arrange [Iakna Firreecdk] :- ANC MP for Shinyalu Constituency as by May 2023,Ikana Frederick,IKA--- FRE---,Ikana Frederick was ANC MP for Shinyalu Constituency as by May 2023,2,kenyan_mp,TRUE
Re-arrange [Inednji Moess] :- ANC MP for Malava Constituency as by May 2023,Injendi Moses,INJ--- MOS---,Injendi Moses was ANC MP for Malava Constituency as by May 2023,2,kenyan_mp,TRUE
Re-arrange [Kagsei Kiavi] :- ANC MP for Vihiga Constituency as by May 2023,Kagesi Kivai,KAG--- KIV---,Kagesi Kivai was ANC MP for Vihiga Constituency as by May 2023,2,kenyan_mp,TRUE
Re-arrange [Okmobo Mlbiema] :- ANC MP for Emuhaya Constituency as by May 2023,Omboko Milemba,OMB--- MIL---,Omboko Milemba was ANC MP for Emuhaya Constituency as by May 2023,2,kenyan_mp,TRUE
Re-arrange [Tanzada Ksiasm] :- ANC MP for Matuga Constituency as by May 2023,Tandaza Kassim,TAN--- KAS---,Tandaza Kassim was ANC MP for Matuga Constituency as by May 2023,2,kenyan_mp,TRUE
Re-arrange [Kceoh Vcitor] :- CCM MP for Chepalungu Constituency as by May 2023,Koech Victor,KOE--- VIC---,Koech Victor was CCM MP for Chepalungu Constituency as by May 2023,2,kenyan_mp,TRUE
